dataset,seed,shift_type,severity,pipeline,roc_auc
adult,8,important,1.0,B,0.7105293762765579
adult,8,random,0.2,A,0.9106333786412942
adult,8,random,0.2,B,0.8952916669695272
adult,8,random,0.4,A,0.904962312014363
adult,8,random,0.4,B,0.8620633051551738
adult,8,random,0.6,A,0.8720540739610061
adult,8,random,0.6,B,0.8403778732394709
adult,8,random,0.8,A,0.8203975470706102
adult,8,random,0.8,B,0.7495378345702165
adult,8,random,1.0,A,0.7928081486488778
adult,8,random,1.0,B,0.7580706319612532
adult,9,important,0.2,A,0.8587678778671822
adult,9,important,0.2,B,0.8764952232810233
adult,9,important,0.4,A,0.8460831631256194
adult,9,important,0.4,B,0.825647031601697
adult,9,important,0.6,A,0.833018055343553
adult,9,important,0.6,B,0.7809435806857251
adult,9,important,0.8,A,0.8185149649529597
adult,9,important,0.8,B,0.7501162985091986
adult,9,important,1.0,A,0.8080789909166018
adult,9,important,1.0,B,0.7120273253038905
adult,9,random,0.2,A,0.9113811417121563
adult,9,random,0.2,B,0.8958973883716027
adult,9,random,0.4,A,0.9053408878906599
adult,9,random,0.4,B,0.8627871422306538
adult,9,random,0.6,A,0.8660007971293651
adult,9,random,0.6,B,0.8434089031354562
adult,9,random,0.8,A,0.8177559960361591
adult,9,random,0.8,B,0.7509425025016294
adult,9,random,1.0,A,0.7946883078809199
adult,9,random,1.0,B,0.7556174602828476
adult,10,important,0.2,A,0.8573096035916856
adult,10,important,0.2,B,0.8798345653706651
adult,10,important,0.4,A,0.8441927066297419
adult,10,important,0.4,B,0.8203781639857438
adult,10,important,0.6,A,0.8265153332315721
adult,10,important,0.6,B,0.7818766945056224
adult,10,important,0.8,A,0.8143476017066806
adult,10,important,0.8,B,0.7532605983073721
adult,10,important,1.0,A,0.8051276133849892
adult,10,important,1.0,B,0.7191536375993081
adult,10,random,0.2,A,0.9116319103726156
adult,10,random,0.2,B,0.8965479331574318
adult,10,random,0.4,A,0.9072843450092191
adult,10,random,0.4,B,0.8646267181287569
adult,10,random,0.6,A,0.8664950657934587
adult,10,random,0.6,B,0.8434858297535198
adult,10,random,0.8,A,0.8145329524557157
adult,10,random,0.8,B,0.7486419726165469
adult,10,random,1.0,A,0.7887855528176948
adult,10,random,1.0,B,0.7556350262035079
adult,11,important,0.2,A,0.8623891832694903
adult,11,important,0.2,B,0.8781022021607294
adult,11,important,0.4,A,0.8509465002628831
adult,11,important,0.4,B,0.8268769489086112
adult,11,important,0.6,A,0.8347255839760038
adult,11,important,0.6,B,0.7828252542212726
adult,11,important,0.8,A,0.8226708194925992
adult,11,important,0.8,B,0.7544472065340379
adult,11,important,1.0,A,0.8124105046628433
adult,11,important,1.0,B,0.716896113933773
adult,11,random,0.2,A,0.911186099420688
adult,11,random,0.2,B,0.8952777353772796
adult,11,random,0.4,A,0.9057188580455552
adult,11,random,0.4,B,0.8607937130964236
adult,11,random,0.6,A,0.8728509004654363
adult,11,random,0.6,B,0.8402506717450349
adult,11,random,0.8,A,0.8260452934235615
adult,11,random,0.8,B,0.7458944203367326
adult,11,random,1.0,A,0.7985322158984907
adult,11,random,1.0,B,0.7541007338920509
adult,12,important,0.2,A,0.8620842025435453
adult,12,important,0.2,B,0.878517121321151
adult,12,important,0.4,A,0.8481623018382433
adult,12,important,0.4,B,0.8203993642348164
adult,12,important,0.6,A,0.8347788874593862
adult,12,important,0.6,B,0.7814024146477972
adult,12,important,0.8,A,0.8218222038082916
adult,12,important,0.8,B,0.7532612040287742
adult,12,important,1.0,A,0.8088146395594226
adult,12,important,1.0,B,0.7096728862140231
adult,12,random,0.2,A,0.911812112489733
adult,12,random,0.2,B,0.8971073168722485
adult,12,random,0.4,A,0.90585453963962
adult,12,random,0.4,B,0.8633680290552441
adult,12,random,0.6,A,0.8713372026816496
adult,12,random,0.6,B,0.8375994291681507
adult,12,random,0.8,A,0.8216047498249466
adult,12,random,0.8,B,0.7493518780997792
adult,12,random,1.0,A,0.7950005572636898
adult,12,random,1.0,B,0.7563582575575858
adult,13,important,0.2,A,0.8595807559887675
adult,13,important,0.2,B,0.8753461697812862
adult,13,important,0.4,A,0.848278600347442
adult,13,important,0.4,B,0.8223170781937872
adult,13,important,0.6,A,0.8337337151801052
adult,13,important,0.6,B,0.7806428400095947
adult,13,important,0.8,A,0.8214006217124471
adult,13,important,0.8,B,0.7500405833339391
adult,13,important,1.0,A,0.8068087931364497
adult,13,important,1.0,B,0.7120745715732523
adult,13,random,0.2,A,0.9101127610962103
adult,13,random,0.2,B,0.8960264070302449
adult,13,random,0.4,A,0.9044498717082071
adult,13,random,0.4,B,0.8649198872873616
adult,13,random,0.6,A,0.8678361329776536
adult,13,random,0.6,B,0.8452575648545906
adult,13,random,0.8,A,0.8186321720442613
adult,13,random,0.8,B,0.744010626776278
adult,13,random,1.0,A,0.7929420130787365
adult,13,random,1.0,B,0.7535574017943891
adult,14,important,0.2,A,0.8644637790715987
adult,14,important,0.2,B,0.8778768737991572
adult,14,important,0.4,A,0.8524765525245257
adult,14,important,0.4,B,0.82213112172335
adult,14,important,0.6,A,0.8368562090078042
adult,14,important,0.6,B,0.7796870116371195
adult,14,important,0.8,A,0.8235315496049485
adult,14,important,0.8,B,0.7548475883808098
adult,14,important,1.0,A,0.8093385885722177
adult,14,important,1.0,B,0.7109854844923207
adult,14,random,0.2,A,0.9109698568801472
adult,14,random,0.2,B,0.8959482689693772
adult,14,random,0.4,A,0.9055859021977994
adult,14,random,0.4,B,0.862932515367152
adult,14,random,0.6,A,0.8724808046887683
adult,14,random,0.6,B,0.8387145622693715
adult,14,random,0.8,A,0.825012235572322
adult,14,random,0.8,B,0.7444425061359577
adult,14,random,1.0,A,0.7962023085254076
adult,14,random,1.0,B,0.7586927078411848
adult,15,important,0.2,A,0.8582796664171095
adult,15,important,0.2,B,0.8776466996663687
adult,15,important,0.4,A,0.8469926538108357
adult,15,important,0.4,B,0.8215671950980179
adult,15,important,0.6,A,0.8304373793100106
adult,15,important,0.6,B,0.7831735440274658
adult,15,important,0.8,A,0.8169849126913171
adult,15,important,0.8,B,0.7541485858828147
adult,15,important,1.0,A,0.8063284560646038
adult,15,important,1.0,B,0.7152655119193857
adult,15,random,0.2,A,0.9111985167094306
adult,15,random,0.2,B,0.8960548759361424
adult,15,random,0.4,A,0.9066274401486684
adult,15,random,0.4,B,0.8602958101039178
adult,15,random,0.6,A,0.8678561217839224
adult,15,random,0.6,B,0.8449001892273661
adult,15,random,0.8,A,0.8165966452725868
adult,15,random,0.8,B,0.7514064850956191
adult,15,random,1.0,A,0.7908768059583603
adult,15,random,1.0,B,0.7570627115481996
adult,16,important,0.2,A,0.859135853618943
adult,16,important,0.2,B,0.8779313887253442
adult,16,important,0.4,A,0.8465725860184963
adult,16,important,0.4,B,0.8261246429272334
adult,16,important,0.6,A,0.8310449178762923
adult,16,important,0.6,B,0.784603652257766
adult,16,important,0.8,A,0.8194359643448154
adult,16,important,0.8,B,0.7546964608909918
adult,16,important,1.0,A,0.8064559604197408
adult,16,important,1.0,B,0.7183716512692286
adult,16,random,0.2,A,0.9121761510523804
adult,16,random,0.2,B,0.8953201358754249
adult,16,random,0.4,A,0.9075920514814735
adult,16,random,0.4,B,0.8597518722848538
adult,16,random,0.6,A,0.8646842616619542
adult,16,random,0.6,B,0.8395680237248959
adult,16,random,0.8,A,0.8169767354523891
adult,16,random,0.8,B,0.750072383707548
adult,16,random,1.0,A,0.7917296616924826
adult,16,random,1.0,B,0.7594286593447065
adult,17,important,0.2,A,0.8592482149390281
adult,17,important,0.2,B,0.876083938449014
adult,17,important,0.4,A,0.8491684050870906
adult,17,important,0.4,B,0.8235012635348448
adult,17,important,0.6,A,0.8345883880784338
adult,17,important,0.6,B,0.7806531372734299
adult,17,important,0.8,A,0.8197915228078337
adult,17,important,0.8,B,0.7577520225037615
adult,17,important,1.0,A,0.8100206308709547
adult,17,important,1.0,B,0.7165060293508362
adult,17,random,0.2,A,0.9103199178157203
adult,17,random,0.2,B,0.8954494573947679
adult,17,random,0.4,A,0.904986238009745
adult,17,random,0.4,B,0.861486658380398
adult,17,random,0.6,A,0.867083524135575
adult,17,random,0.6,B,0.843825639460084
adult,17,random,0.8,A,0.8213470153683633
adult,17,random,0.8,B,0.749549948998258
adult,17,random,1.0,A,0.7978856083017752
adult,17,random,1.0,B,0.7603802476673669
adult,18,important,0.2,A,0.8643165887708942
adult,18,important,0.2,B,0.8733545578112621
adult,18,important,0.4,A,0.8515537359684638
adult,18,important,0.4,B,0.8226908082988679
adult,18,important,0.6,A,0.8362662363621827
adult,18,important,0.6,B,0.7800298499506942
adult,18,important,0.8,A,0.8255673792373242
adult,18,important,0.8,B,0.7477570136481146
adult,18,important,1.0,A,0.8139893174973531
adult,18,important,1.0,B,0.7105087817488873
adult,18,random,0.2,A,0.9110119545175912
adult,18,random,0.2,B,0.8940405494135405
adult,18,random,0.4,A,0.9056473829201103
adult,18,random,0.4,B,0.8659459793424773
adult,18,random,0.6,A,0.8743364322040263
adult,18,random,0.6,B,0.8388096605294975
adult,18,random,0.8,A,0.8265259333561084
adult,18,random,0.8,B,0.7485026566940696
adult,18,random,1.0,A,0.8023455349852566
adult,18,random,1.0,B,0.753693083388454
adult,19,important,0.2,A,0.85737502150311
adult,19,important,0.2,B,0.8758658787442668
adult,19,important,0.4,A,0.8477385997174915
adult,19,important,0.4,B,0.8220287548063993
adult,19,important,0.6,A,0.8289030869985535
adult,19,important,0.6,B,0.7811358972308842
adult,19,important,0.8,A,0.8166590345770005
adult,19,important,0.8,B,0.7503737301050805
adult,19,important,1.0,A,0.8049431712180574
adult,19,important,1.0,B,0.7135446574160894
adult,19,random,0.2,A,0.9112796833773087
adult,19,random,0.2,B,0.8973220451092843
adult,19,random,0.4,A,0.9050256099008797
adult,19,random,0.4,B,0.8617592330113318
adult,19,random,0.6,A,0.8690403071249798
adult,19,random,0.6,B,0.8428843484012589
adult,19,random,0.8,A,0.8163380022339007
adult,19,random,0.8,B,0.7470716398816662
adult,19,random,1.0,A,0.7906457232434686
adult,19,random,1.0,B,0.7590694665532756
bank-marketing,0,important,0.2,A,0.9097073668610098
bank-marketing,0,important,0.2,B,0.8201224135538971
bank-marketing,0,important,0.4,A,0.8596578400277909
bank-marketing,0,important,0.4,B,0.7206761891548603
bank-marketing,0,important,0.6,A,0.8359828306978175
bank-marketing,0,important,0.6,B,0.7011827287402976
bank-marketing,0,important,0.8,A,0.7844114695756824
bank-marketing,0,important,0.8,B,0.6451362068576112
bank-marketing,0,important,1.0,A,0.7727024873117737
bank-marketing,0,important,1.0,B,0.6482680665391123
bank-marketing,0,random,0.2,A,0.9111657465753352
bank-marketing,0,random,0.2,B,0.8473282935344091
bank-marketing,0,random,0.4,A,0.9047998545922291
bank-marketing,0,random,0.4,B,0.7953278074078375
bank-marketing,0,random,0.6,A,0.8397707461505121
bank-marketing,0,random,0.6,B,0.8040167821217273
bank-marketing,0,random,0.8,A,0.7766786154857125
bank-marketing,0,random,0.8,B,0.7272915974312728
bank-marketing,0,random,1.0,A,0.7639726435498425
bank-marketing,0,random,1.0,B,0.6389198095502361
bank-marketing,1,important,0.2,A,0.9104075181840376
bank-marketing,1,important,0.2,B,0.8061903701767801
bank-marketing,1,important,0.4,A,0.861606648318615
bank-marketing,1,important,0.4,B,0.718491846087165
bank-marketing,1,important,0.6,A,0.8328429047568345
bank-marketing,1,important,0.6,B,0.6774453403369975
bank-marketing,1,important,0.8,A,0.7843856575453404
bank-marketing,1,important,0.8,B,0.6292155616428927
bank-marketing,1,important,1.0,A,0.7635833120921832
bank-marketing,1,important,1.0,B,0.6372931138880553
bank-marketing,1,random,0.2,A,0.9115862675696574
bank-marketing,1,random,0.2,B,0.8387651524684367
bank-marketing,1,random,0.4,A,0.9060538890663465
bank-marketing,1,random,0.4,B,0.7897814473880913
bank-marketing,1,random,0.6,A,0.8372938667389405
bank-marketing,1,random,0.6,B,0.8108881596990317
bank-marketing,1,random,0.8,A,0.7714817933768481
bank-marketing,1,random,0.8,B,0.6944812803627451
bank-marketing,1,random,1.0,A,0.7618721895807588
bank-marketing,1,random,1.0,B,0.6153985969010507
bank-marketing,2,important,0.2,A,0.9114324708888696
bank-marketing,2,important,0.2,B,0.81433299024843
bank-marketing,2,important,0.4,A,0.8626412805348252
bank-marketing,2,important,0.4,B,0.7187876089348343
bank-marketing,2,important,0.6,A,0.8363893701757045
bank-marketing,2,important,0.6,B,0.6973700767585252
bank-marketing,2,important,0.8,A,0.7786994823612416
bank-marketing,2,important,0.8,B,0.6391693258435425
bank-marketing,2,important,1.0,A,0.767793899541729
bank-marketing,2,important,1.0,B,0.6303502154766782
bank-marketing,2,random,0.2,A,0.9090889536340651
bank-marketing,2,random,0.2,B,0.8401181330588653
bank-marketing,2,random,0.4,A,0.9044933367319173
bank-marketing,2,random,0.4,B,0.7946706761353798
bank-marketing,2,random,0.6,A,0.8423401186708096
bank-marketing,2,random,0.6,B,0.8199847493920729
bank-marketing,2,random,0.8,A,0.7801288235414321
bank-marketing,2,random,0.8,B,0.7128045954018019
bank-marketing,2,random,1.0,A,0.7611838687716377
bank-marketing,2,random,1.0,B,0.622620587890501
bank-marketing,3,important,0.2,A,0.9080607744254403
bank-marketing,3,important,0.2,B,0.7966495984616029
bank-marketing,3,important,0.4,A,0.8612882999443966
bank-marketing,3,important,0.4,B,0.718106816634563
bank-marketing,3,important,0.6,A,0.83418244158146
bank-marketing,3,important,0.6,B,0.6806621646183746
bank-marketing,3,important,0.8,A,0.7835844091034728
bank-marketing,3,important,0.8,B,0.6190262626653718
bank-marketing,3,important,1.0,A,0.7684940508647569
bank-marketing,3,important,1.0,B,0.6320086384261545
bank-marketing,3,random,0.2,A,0.9079790363293573
bank-marketing,3,random,0.2,B,0.8428348492523652
bank-marketing,3,random,0.4,A,0.9056849921327084
bank-marketing,3,random,0.4,B,0.7882338010688331
bank-marketing,3,random,0.6,A,0.8406902997314475
bank-marketing,3,random,0.6,B,0.8132209219411938
bank-marketing,3,random,0.8,A,0.7778734973902961
bank-marketing,3,random,0.8,B,0.706631755895629
bank-marketing,3,random,1.0,A,0.7622905595725529
bank-marketing,3,random,1.0,B,0.6157180207765334
bank-marketing,4,important,0.2,A,0.9095879862206776
bank-marketing,4,important,0.2,B,0.8237651363359179
bank-marketing,4,important,0.4,A,0.8629381188837588
bank-marketing,4,important,0.4,B,0.7256934025525947
bank-marketing,4,important,0.6,A,0.8336662009746193
bank-marketing,4,important,0.6,B,0.6983530849140513
bank-marketing,4,important,0.8,A,0.7839070594827484
bank-marketing,4,important,0.8,B,0.6482691420403764
bank-marketing,4,important,1.0,A,0.7678143340657496
bank-marketing,4,important,1.0,B,0.6350458539964015
bank-marketing,4,random,0.2,A,0.907862882192818
bank-marketing,4,random,0.2,B,0.842786451695474
bank-marketing,4,random,0.4,A,0.9004064319277606
bank-marketing,4,random,0.4,B,0.7888801773286485
bank-marketing,4,random,0.6,A,0.8420002602713059
bank-marketing,4,random,0.6,B,0.8047922185332529
bank-marketing,4,random,0.8,A,0.773830688137974
bank-marketing,4,random,0.8,B,0.7270044385937176
bank-marketing,4,random,1.0,A,0.7614710276091929
bank-marketing,4,random,1.0,B,0.6305852125029172
bank-marketing,5,important,0.2,A,0.9081586450404874
bank-marketing,5,important,0.2,B,0.8107074754866374
bank-marketing,5,important,0.4,A,0.8631349356151168
bank-marketing,5,important,0.4,B,0.7175195929442816
bank-marketing,5,important,0.6,A,0.8364786367806375
bank-marketing,5,important,0.6,B,0.684069352623524
bank-marketing,5,important,0.8,A,0.7809967530616833
bank-marketing,5,important,0.8,B,0.6354577709806097
bank-marketing,5,important,1.0,A,0.7700997742522846
bank-marketing,5,important,1.0,B,0.6349243223535409
bank-marketing,5,random,0.2,A,0.9086125065740014
bank-marketing,5,random,0.2,B,0.8440587696910837
bank-marketing,5,random,0.4,A,0.9035393671105261
bank-marketing,5,random,0.4,B,0.7904052381213573
bank-marketing,5,random,0.6,A,0.8379531490139266
bank-marketing,5,random,0.6,B,0.8002568297019033
bank-marketing,5,random,0.8,A,0.7754923375912428
bank-marketing,5,random,0.8,B,0.7146684390927501
bank-marketing,5,random,1.0,A,0.765486949329909
bank-marketing,5,random,1.0,B,0.6263127837306772
bank-marketing,6,important,0.2,A,0.9085264664728613
bank-marketing,6,important,0.2,B,0.798016560568467
bank-marketing,6,important,0.4,A,0.8594083237344845
bank-marketing,6,important,0.4,B,0.7133918190920834
bank-marketing,6,important,0.6,A,0.8333037570485664
bank-marketing,6,important,0.6,B,0.6848367227755676
bank-marketing,6,important,0.8,A,0.781136568226036
bank-marketing,6,important,0.8,B,0.6242295377818217
bank-marketing,6,important,1.0,A,0.7679917917743513
bank-marketing,6,important,1.0,B,0.6328894739615766
bank-marketing,6,random,0.2,A,0.9075617418388275
bank-marketing,6,random,0.2,B,0.8429940234394745
bank-marketing,6,random,0.4,A,0.9040814197477088
bank-marketing,6,random,0.4,B,0.8022744700736395
bank-marketing,6,random,0.6,A,0.8407935478528156
bank-marketing,6,random,0.6,B,0.8156655363148378
bank-marketing,6,random,0.8,A,0.7783316609288674
bank-marketing,6,random,0.8,B,0.7105471182481375
bank-marketing,6,random,1.0,A,0.7626422484859631
bank-marketing,6,random,1.0,B,0.6340703743497251
bank-marketing,7,important,0.2,A,0.9058387888134963
bank-marketing,7,important,0.2,B,0.7839974015889456
bank-marketing,7,important,0.4,A,0.863866276474808
bank-marketing,7,important,0.4,B,0.7052169339825058
bank-marketing,7,important,0.6,A,0.8360387567635584
bank-marketing,7,important,0.6,B,0.6661213875256909
bank-marketing,7,important,0.8,A,0.7862193872008896
bank-marketing,7,important,0.8,B,0.6241058551364327
bank-marketing,7,important,1.0,A,0.7754460910368799
bank-marketing,7,important,1.0,B,0.61795076140112
bank-marketing,7,random,0.2,A,0.9096761773243464
bank-marketing,7,random,0.2,B,0.8391985794779302
bank-marketing,7,random,0.4,A,0.9042599529575748
bank-marketing,7,random,0.4,B,0.7975594725311599
bank-marketing,7,random,0.6,A,0.8451611584869417
bank-marketing,7,random,0.6,B,0.8032531762241086
bank-marketing,7,random,0.8,A,0.7802546571893495
bank-marketing,7,random,0.8,B,0.7011407841909918
bank-marketing,7,random,1.0,A,0.7653546626744061
bank-marketing,7,random,1.0,B,0.6167203879548161
bank-marketing,8,important,0.2,A,0.9085952985537735
bank-marketing,8,important,0.2,B,0.8076315418708775
bank-marketing,8,important,0.4,A,0.8616577346286671
bank-marketing,8,important,0.4,B,0.7275518687372218
bank-marketing,8,important,0.6,A,0.8351084481699809
bank-marketing,8,important,0.6,B,0.6901835773107952
bank-marketing,8,important,0.8,A,0.7879939642869049
bank-marketing,8,important,0.8,B,0.6538160398107549
bank-marketing,8,important,1.0,A,0.7719905054748393
bank-marketing,8,important,1.0,B,0.6436659966293791
bank-marketing,8,random,0.2,A,0.9083683677870164
bank-marketing,8,random,0.2,B,0.8387016978938457
bank-marketing,8,random,0.4,A,0.904077117742652
bank-marketing,8,random,0.4,B,0.7944286883509232
bank-marketing,8,random,0.6,A,0.844815922581117
bank-marketing,8,random,0.6,B,0.8032284396950309
bank-marketing,8,random,0.8,A,0.7781369952000379
bank-marketing,8,random,0.8,B,0.7114182742721814
bank-marketing,8,random,1.0,A,0.7652256025226957
bank-marketing,8,random,1.0,B,0.6295812320727383
bank-marketing,9,important,0.2,A,0.9099751666758084
bank-marketing,9,important,0.2,B,0.7796459234737829
bank-marketing,9,important,0.4,A,0.8660032974868762
bank-marketing,9,important,0.4,B,0.6853319911077554
bank-marketing,9,important,0.6,A,0.8397460096214344
bank-marketing,9,important,0.6,B,0.6620291052152132
bank-marketing,9,important,0.8,A,0.7831531330965079
bank-marketing,9,important,0.8,B,0.599400515595306
bank-marketing,9,important,1.0,A,0.7741329039932286
bank-marketing,9,important,1.0,B,0.6276044607490436
bank-marketing,9,random,0.2,A,0.9092190892870394
bank-marketing,9,random,0.2,B,0.8447013816964741
bank-marketing,9,random,0.4,A,0.9040459282059886
bank-marketing,9,random,0.4,B,0.7937113290076673
bank-marketing,9,random,0.6,A,0.8427595641638677
bank-marketing,9,random,0.6,B,0.8047610289965896
bank-marketing,9,random,0.8,A,0.7808160688492889
bank-marketing,9,random,0.8,B,0.6953954564373591
bank-marketing,9,random,1.0,A,0.764179139792579
bank-marketing,9,random,1.0,B,0.6137864205059373
